"","Naplan$ACARA.SML.ID","School Name","ratio","sport_index","teach_edu_index","tech_index","stu_atd","teach_tenure","State","Postcode","School Sector","School Type","Geolocation","ICSEA","Bottom SEA Quarter (%)","Lower Middle SEA Quarter (%)","Upper Middle SEA Quarter (%)","Indigenous Enrolments (%)","Language Background Other Than English - Yes (%)","Naplan$NAPLAN","Median_age_persons","Median_mortgage_repay_monthly","Median_tot_prsnl_inc_weekly","Median_rent_weekly","Median_tot_fam_inc_weekly","Average_num_psns_per_bedroom","Median_tot_hhd_inc_weekly","Average_household_size"
"1",43133,"Corpus Christi Catholic School",13.3225806451613,58,74,60,88,16.51,"TAS","7018","Catholic","Primary","Inner Regional",1055,14,28,30,5,8,514.91273344247,44,1387,755,222,1949,0.8,1518,2.6
"2",42873,"Holy Rosary Catholic School",13.3103448275862,57,79,60,86,13.82,"TAS","7011","Catholic","Primary","Inner Regional",990,32,40,20,7,7,510.929009153272,39,1300,724,268,1728,0.7,1330,2.3
"3",42805,"Immaculate Heart of Mary Catholic School",12.75,53,73,72,88,26.12,"TAS","7008","Catholic","Primary","Inner Regional",1021,25,29,25,6,19,523.62432107562,39,1300,724,268,1728,0.7,1330,2.3
"4",42862,"Larmenier Catholic School",10.2777777777778,39,73,60,87,13.7,"TAS","7250","Catholic","Primary","Inner Regional",1010,25,36,25,7,9,507.767647947051,45,1517,857,250,2115,0.7,1439,2.1
"5",40877,"Our Lady of Lourdes Catholic School",14.2962962962963,52,72,67,85,16.2,"TAS","7310","Catholic","Primary","Outer Regional",1014,25,32,26,9,9,530.116512785278,45,1517,857,250,2115,0.7,1439,2.1
"6",42872,"Our Lady of Mercy Catholic School",7.90909090909091,58,72,68,86,21.33,"TAS","7304","Catholic","Primary","Outer Regional",978,35,34,17,14,3,513.091393235176,40,1300,647,250,1522,0.8,1138,2.2
"7",42894,"Sacred Heart Catholic School",11.9,50,70,69,87,17,"TAS","7315","Catholic","Primary","Outer Regional",1006,24,31,26,15,1,520.166231071675,40,1300,647,250,1522,0.8,1138,2.2
"8",53157,"Sacred Heart Catholic School",9.5625,47,72,57,88,20.98,"TAS","7116","Catholic","Primary","Outer Regional",950,39,26,23,30,6,525.883004236434,39,1300,724,268,1728,0.7,1330,2.3
"9",42744,"St Anthony's Catholic School",11.9333333333333,64,78,69,87,15.52,"TAS","7250","Catholic","Primary","Inner Regional",1023,19,38,29,4,14,541.666909980549,45,1517,857,250,2115,0.7,1439,2.1
"10",42748,"St Peter Chanel Catholic School",8.2,45,69,70,87,11.58,"TAS","7330","Catholic","Primary","Outer Regional",887,51,34,12,47,3,525.024266827733,40,1300,647,250,1522,0.8,1138,2.2
"11",42787,"St Brigid's Catholic School",13.3571428571429,52,71,61,86,19.21,"TAS","7140","Catholic","Primary","Inner Regional",973,38,35,17,15,1,519.106856219123,40,1300,647,250,1522,0.8,1138,2.2
"12",42817,"St Brigid's Catholic School",10.6875,64,76,55,87,12.03,"TAS","7325","Catholic","Primary","Outer Regional",972,35,33,18,20,1,519.549244132147,40,1300,647,250,1522,0.8,1138,2.2
"13",42735,"St Cuthbert's Catholic School",8.88,57,76,70,87,12.86,"TAS","7015","Catholic","Primary","Inner Regional",1038,19,31,26,5,12,508.010595258914,36,1500,730,290,1893,0.7,1432,2.3
"14",42760,"St John's Catholic School",12.9545454545455,55,71,64,87,15.17,"TAS","7025","Catholic","Primary","Outer Regional",1008,27,36,25,5,2,531.425725029969,36,1500,730,290,1893,0.7,1432,2.3
"15",43131,"St Joseph's Catholic School",5.25,38,74,60,84,15.52,"TAS","7470","Catholic","Primary","Remote",967,44,26,20,10,16,547.606055427092,36,1500,730,290,1893,0.7,1432,2.3
"16",42754,"St Joseph's Catholic School",5.54545454545455,64,75,65,86,15.37,"TAS","7467","Catholic","Primary","Remote",925,59,22,14,11,0,523.224977627967,36,1500,730,290,1893,0.7,1432,2.3
"17",42847,"St Patrick's Catholic School",8.19047619047619,62,66,70,87,15.57,"TAS","7307","Catholic","Primary","Outer Regional",1003,32,32,19,8,6,522.186894377357,36,1500,730,290,1893,0.7,1432,2.3
"18",42715,"St Therese's Catholic School",10.6315789473684,55,73,56,87,17.22,"TAS","7009","Catholic","Primary","Inner Regional",1029,21,31,31,6,14,518.410306183776,36,1500,730,290,1893,0.7,1432,2.3
"19",42741,"Stella Maris Catholic School",13.962962962963,47,70,73,86,15.66,"TAS","7320","Catholic","Primary","Outer Regional",1032,22,29,26,9,9,531.958933045797,36,1500,730,290,1893,0.7,1432,2.3
"20",42795,"The Cottage School",7,65,75,75,90,14.96,"TAS","7018","Independent","Primary","Inner Regional",1117,6,14,28,0,8,520.479993847666,44,1094,672,250,1568,0.7,1228,2.4
"21",42727,"John Paul II Catholic School",9.9,46,79,76,85,14,"TAS","7019","Catholic","Primary","Inner Regional",961,45,28,19,13,15,515.683081768823,47,1426,716,250,1790,0.7,1402,2.4
"22",53267,"The Launceston Preparatory School",10,70,79,74,89,22.63,"TAS","7250","Independent","Primary","Inner Regional",1145,2,10,32,0,10,535.032366675845,40,3000,1190,470,3242,0.9,2377,2.4
"23",42722,"St Thomas More's Catholic School",13.0833333333333,55,74,58,88,13.63,"TAS","7250","Catholic","Primary","Inner Regional",1031,17,36,31,5,4,498.227199379357,40,3000,1190,470,3242,0.9,2377,2.4
"24",42888,"St Paul's Catholic School",9.26315789473684,49,71,65,84,9.83,"TAS","7030","Catholic","Primary","Inner Regional",881,66,25,8,30,4,525.040074844248,40,3000,1190,470,3242,0.9,2377,2.4
"25",43128,"Ravenswood Heights Primary School",10.2142857142857,61,73,55,86,14.07,"TAS","7250","Government","Primary","Inner Regional",830,87,11,2,28,1,500.03586839952,38,2352,872,470,2332,1,1918,2.4
"26",42723,"Geeveston Primary School",6.57142857142857,55,76,62,86,13.66,"TAS","7116","Government","Primary","Outer Regional",890,44,25,23,46,4,501.970915193255,40,3000,1190,470,3242,0.9,2377,2.4
"27",42819,"Dunalley Primary School",10,59,71,55,87,11.23,"TAS","7177","Government","Primary","Outer Regional",986,31,30,27,15,3,525.321893012366,38,2352,872,470,2332,1,1918,2.4
"28",43130,"Invermay Primary School",11,44,68,70,87,12.44,"TAS","7248","Government","Primary","Inner Regional",924,57,24,13,17,9,512.010166890211,37,2391,993,520,2526,1,2272,2.8
"29",43739,"Mowbray Heights Primary School",10.695652173913,54,69,57,89,13.1,"TAS","7248","Government","Primary","Inner Regional",939,56,23,14,9,39,545.70531490784,31,2056,571,450,1424,1.3,1564,3.4
"30",43817,"Sacred Heart Catholic School",14.5185185185185,67,73,65,87,11.56,"TAS","7250","Catholic","Primary","Inner Regional",1051,16,28,30,5,3,513.655659097897,35,2230,704,480,1856,1.1,1886,3
"31",42724,"Albuera Street Primary School",13.7058823529412,54,71,76,86,11.25,"TAS","7004","Government","Primary","Inner Regional",1129,4,11,27,3,30,528.235307481637,30,1733,639,380,1439,1.3,1493,3
"32",42747,"Campbell Street Primary School",11.3684210526316,53,69,60,87,13.64,"TAS","7000","Government","Primary","Inner Regional",1050,16,27,28,6,28,519.759544908703,35,2230,704,480,1856,1.1,1886,3
"33",42749,"Goulburn Street Primary School",12.3888888888889,60,72,69,89,14.2,"TAS","7000","Government","Primary","Inner Regional",1110,5,15,31,3,9,521.041459683893,33,2167,496,435,1476,1.1,1517,3.5
"34",42804,"Lansdowne Crescent Primary School",14.5,49,73,71,86,17.36,"TAS","7000","Government","Primary","Inner Regional",1126,5,12,27,2,11,517.15894011558,31,2056,571,450,1424,1.3,1564,3.4
"35",42816,"Mount Stuart Primary School",12.4444444444444,66,68,71,91,12.4,"TAS","7000","Government","Primary","Inner Regional",1130,3,13,28,2,9,522.078321122337,30,1733,639,380,1439,1.3,1493,3
"36",42825,"South Hobart Primary School",13.3142857142857,49,77,79,88,13.11,"TAS","7004","Government","Primary","Inner Regional",1137,4,9,25,2,16,518.758806637773,46,1900,747,410,1891,0.8,1565,2.5
"37",42832,"Princes Street Primary School",11.6666666666667,63,73,65,87,14.33,"TAS","7005","Government","Primary","Inner Regional",1149,2,10,25,1,32,500.879833184829,46,1900,747,410,1891,0.8,1565,2.5
"38",42834,"Waimea Heights Primary School",13.4074074074074,46,68,76,88,20.6,"TAS","7005","Government","Primary","Inner Regional",1146,1,10,25,1,30,518.797157988734,46,1900,747,410,1891,0.8,1565,2.5
"39",42891,"Taroona Primary School",14.2272727272727,64,76,67,90,15.06,"TAS","7053","Government","Primary","Inner Regional",1150,1,9,26,2,16,515.71703526066,46,1900,747,410,1891,0.8,1565,2.5
"40",42761,"Mount Nelson Primary School",12.8421052631579,62,71,81,88,16.85,"TAS","7007","Government","Primary","Inner Regional",1115,4,14,30,4,22,523.268962290793,46,1900,747,410,1891,0.8,1565,2.5
"41",42733,"Lenah Valley Primary School",14.1025641025641,69,72,74,91,11.63,"TAS","7008","Government","Primary","Inner Regional",1071,13,23,28,6,12,508.332344332678,46,1900,747,410,1891,0.8,1565,2.5
"42",42790,"New Town Primary School",11.3703703703704,45,73,73,88,13.67,"TAS","7008","Government","Primary","Inner Regional",1046,20,25,27,5,24,514.562890871963,46,1900,747,410,1891,0.8,1565,2.5
"43",42786,"Bowen Road Primary School",10.0454545454545,56,70,73,87,19.15,"TAS","7009","Government","Primary","Inner Regional",945,50,22,18,15,28,515.915408781833,46,1900,747,410,1891,0.8,1565,2.5
"44",42800,"Goodwood Primary School",8.69230769230769,63,70,64,89,20.46,"TAS","7009","Government","Primary","Inner Regional",887,71,16,11,18,19,537.061817554257,46,1900,747,410,1891,0.8,1565,2.5
"45",42791,"Moonah Primary School",10.7894736842105,57,71,57,87,15.67,"TAS","7009","Government","Primary","Inner Regional",930,56,25,12,13,22,517.629230123509,46,1900,747,410,1891,0.8,1565,2.5
"46",43143,"Springfield Gardens Primary School",10.1818181818182,45,63,66,85,10.16,"TAS","7009","Government","Primary","Inner Regional",919,60,23,11,15,17,526.297357332967,53,1733,663,390,1563,0.7,1150,2.1
"47",42726,"Rosetta Primary School",12.0333333333333,54,74,72,86,13.01,"TAS","7010","Government","Primary","Inner Regional",970,37,35,20,14,8,502.358210226146,42,2200,916,580,2296,0.8,2035,2.6
"48",42796,"Collinsvale Primary School",6.77777777777778,41,74,66,87,11.27,"TAS","7012","Government","Primary","Inner Regional",976,33,32,24,16,2,511.41326830858,53,1733,663,390,1563,0.7,1150,2.1
"49",42822,"Lindisfarne North Primary School",12.1379310344828,50,70,71,90,13.99,"TAS","7015","Government","Primary","Inner Regional",1002,26,36,25,11,8,506.848110084152,53,1733,663,390,1563,0.7,1150,2.1
"50",42768,"Lindisfarne Primary School",12.0689655172414,60,81,73,89,18.49,"TAS","7015","Government","Primary","Inner Regional",1050,16,23,30,5,5,512.558429170822,43,1083,746,200,1799,0.8,1404,2.5
"51",42769,"Risdon Vale Primary School",11.4375,27,67,64,86,15.87,"TAS","7016","Government","Primary","Inner Regional",883,71,21,5,26,0,518.298168113638,43,1083,746,200,1799,0.8,1404,2.5
"52",42770,"Bellerive Primary School",12.6111111111111,52,69,76,88,10.85,"TAS","7018","Government","Primary","Inner Regional",1044,17,25,32,5,13,508.483618919121,34,2253,496,400,1704,1,1429,3.3
"53",42771,"Howrah Primary School",13.7755102040816,52,71,65,89,11.35,"TAS","7018","Government","Primary","Inner Regional",1059,14,28,28,5,12,517.699751178104,34,2253,496,400,1704,1,1429,3.3
"54",42838,"Montagu Bay Primary School",12.64,68,70,59,89,25.72,"TAS","7018","Government","Primary","Inner Regional",1086,10,20,29,4,3,505.954844827854,33,2330,507,450,1569,1.1,1467,3.5
"55",42876,"Warrane Primary School",9.93333333333333,53,74,59,87,13.9,"TAS","7018","Government","Primary","Inner Regional",930,54,25,12,14,9,520.048107991474,33,2330,507,450,1569,1.1,1467,3.5
"56",42879,"Clarendon Vale Primary School",7,45,69,60,85,14.08,"TAS","7019","Government","Primary","Inner Regional",795,94,4,1,22,2,509.091721906,33,2330,507,450,1569,1.1,1467,3.5
"57",43138,"Rokeby Primary School",9.47619047619048,57,72,63,88,17.5,"TAS","7019","Government","Primary","Inner Regional",847,81,14,4,29,5,521.717771933928,34,1820,526,415,1436,1.1,1355,3
"58",43139,"Lauderdale Primary School",11.9310344827586,66,69,56,89,16.6,"TAS","7021","Government","Primary","Inner Regional",1037,19,31,28,6,2,513.300786703073,34,1820,526,415,1436,1.1,1355,3
"59",43905,"South Arm Primary School",10,66,66,71,88,11.75,"TAS","7022","Government","Primary","Outer Regional",1006,22,34,24,12,2,520.180889336611,34,1820,526,415,1436,1.1,1355,3
"60",42731,"Richmond Primary School",14.1428571428571,46,72,63,87,13.1,"TAS","7025","Government","Primary","Outer Regional",1015,25,32,28,5,1,541.953574879218,33,1764,558,400,1445,1.2,1322,2.9
"61",42732,"Glen Huon Primary School",9.46153846153846,68,85,69,88,16.23,"TAS","7109","Government","Primary","Outer Regional",993,34,30,23,9,6,521.473252887848,33,1764,558,400,1445,1.2,1322,2.9
"62",42740,"Huonville Primary School",8.97058823529412,59,71,61,85,18.58,"TAS","7109","Government","Primary","Outer Regional",925,57,26,11,21,3,536.797581882267,33,1764,558,400,1445,1.2,1322,2.9
"63",42751,"Cygnet Primary School",11.125,58,70,60,84,18.07,"TAS","7112","Government","Primary","Outer Regional",985,34,20,25,17,3,521.732476619204,33,1764,558,400,1445,1.2,1322,2.9
"64",42756,"Franklin Primary School",11,40,77,60,85,14.32,"TAS","7113","Government","Primary","Outer Regional",960,38,29,22,20,2,530.000333457441,33,2330,507,450,1569,1.1,1467,3.5
"65",42784,"Kingston Primary School",14.3333333333333,50,79,61,88,13.18,"TAS","7050","Government","Primary","Inner Regional",997,33,24,26,10,12,531.746388037896,34,2300,566,500,1708,1,1627,3.4
"66",42785,"Blackmans Bay Primary School",12.7142857142857,57,69,60,86,13.78,"TAS","7052","Government","Primary","Inner Regional",1023,23,27,24,10,8,517.193341498745,34,2167,517,400,1577,1,1415,3.2
"67",42815,"Margate Primary School",11.4444444444444,45,73,74,87,13.94,"TAS","7054","Government","Primary","Inner Regional",1019,24,27,26,11,4,508.976475665536,35,2131,528,400,1598,1,1453,3.2
"68",42818,"Snug Primary School",11.6206896551724,53,75,75,86,14.36,"TAS","7054","Government","Primary","Inner Regional",1014,25,29,24,12,4,511.220476336731,34,2167,517,400,1577,1,1415,3.2
"69",42823,"Bruny Island District School",10.5,62,68,70,89,15.34,"TAS","7150","Government","Primary","Outer Regional",1020,16,33,36,6,5,510.713363508973,34,2167,517,400,1577,1,1415,3.2
"70",42829,"Cambridge Primary School",13.5384615384615,73,71,71,91,13.42,"TAS","7170","Government","Primary","Inner Regional",1047,19,30,28,1,4,508.152495189373,35,2131,528,400,1598,1,1453,3.2
"71",43136,"Evandale Primary School",11.8181818181818,53,68,71,87,13.22,"TAS","7212","Government","Primary","Inner Regional",981,41,32,21,7,2,524.178159832884,35,2131,528,400,1598,1,1453,3.2
"72",42835,"Bicheno Primary School",10.1111111111111,57,70,61,85,20.34,"TAS","7215","Government","Primary","Remote",1017,20,30,34,1,2,515.233649252453,35,2400,539,400,1620,1,1410,3.2
"73",42880,"East Launceston Primary School",13.4411764705882,54,71,56,88,18.94,"TAS","7250","Government","Primary","Inner Regional",1051,19,21,29,4,25,551.751584620814,35,2400,539,400,1620,1,1410,3.2
"74",43149,"Glen Dhu Primary School",13.64,57,71,55,88,13.62,"TAS","7249","Government","Primary","Inner Regional",1007,32,28,23,6,15,521.318637324009,35,2400,539,400,1620,1,1410,3.2
"75",40560,"Norwood Primary School",12.8611111111111,59,77,71,91,15.47,"TAS","7250","Government","Primary","Inner Regional",997,35,30,21,6,7,531.877571414091,34,2167,517,400,1577,1,1415,3.2
"76",42545,"Punchbowl Primary School",14.9545454545455,49,75,65,86,18.06,"TAS","7250","Government","Primary","Inner Regional",1020,26,26,24,9,7,505.030046059677,36,1976,569,375,1575,1,1417,3
"77",42737,"Riverside Primary School",13.1666666666667,37,73,68,86,11.99,"TAS","7250","Government","Primary","Inner Regional",1016,28,30,25,5,7,519.166567693309,35,2400,539,400,1620,1,1410,3.2
"78",42758,"St Leonards Primary School",12.7894736842105,56,69,57,87,11.7,"TAS","7250","Government","Primary","Inner Regional",955,49,31,13,12,3,527.711432254141,35,2400,539,400,1620,1,1410,3.2
"79",42772,"Summerdale Primary School",14.1578947368421,51,71,63,88,14.3,"TAS","7250","Government","Primary","Inner Regional",976,40,34,18,8,6,515.901614491869,38,2600,797,480,2310,0.8,2064,2.9
"80",42773,"Trevallyn Primary School",13.5483870967742,72,72,63,90,11.3,"TAS","7250","Government","Primary","Inner Regional",1048,18,27,30,5,7,512.910826743882,38,2600,797,480,2310,0.8,2064,2.9
"81",42813,"Waverley Primary School",8,52,69,69,86,11.23,"TAS","7250","Government","Primary","Inner Regional",891,74,21,4,17,0,522.826888505261,39,2695,870,480,2514,0.8,2166,2.9
"82",42828,"West Launceston Primary School",12.53125,55,72,61,87,14.25,"TAS","7250","Government","Primary","Inner Regional",1040,19,26,28,5,7,540.736041733878,39,2695,870,480,2514,0.8,2166,2.9
"83",53172,"Youngtown Primary School",11.5172413793103,38,74,64,84,12.4,"TAS","7249","Government","Primary","Inner Regional",965,46,33,14,8,8,527.979696539449,38,2500,746,460,2201,0.9,1932,2.9
"84",42653,"South George Town Primary School",10.9444444444444,45,73,56,85,13.34,"TAS","7253","Government","Primary","Outer Regional",918,62,26,9,12,1,527.315424060007,41,2427,764,470,2265,0.8,1899,2.8
"85",42660,"Bridport Primary School",12.0666666666667,39,71,51,87,10.74,"TAS","7262","Government","Primary","Outer Regional",975,38,33,21,4,3,497.93436809928,41,2427,764,470,2265,0.8,1899,2.8
"86",43150,"Ringarooma Primary School",8.875,72,79,64,89,11.81,"TAS","7263","Government","Primary","Outer Regional",912,58,27,11,18,4,512.834348408276,41,2427,764,470,2265,0.8,1899,2.8
"87",42551,"Scottsdale Primary School",11.9047619047619,45,73,58,88,13.07,"TAS","7260","Government","Primary","Outer Regional",946,58,28,10,8,1,514.066418914845,39,2695,870,480,2514,0.8,2166,2.9
"88",42597,"Hagley Farm Primary School",10.4545454545455,57,76,56,87,20.4,"TAS","7292","Government","Primary","Outer Regional",1000,34,31,22,4,1,505.073027636686,39,2695,870,480,2514,0.8,2166,2.9
"89",42605,"Orford Primary School",7.25,59,72,67,86,18.54,"TAS","7190","Government","Primary","Outer Regional",943,52,30,14,16,3,517.61742873595,41,2427,764,470,2265,0.8,1899,2.8
"90",42610,"Swansea Primary School",7.11111111111111,51,68,61,85,12.2,"TAS","7190","Government","Primary","Remote",967,36,32,20,11,3,514.372005175163,39,1430,704,295,1648,0.7,1198,2
"91",42611,"Bracknell Primary School",6.75,56,69,55,89,10.97,"TAS","7302","Government","Primary","Outer Regional",966,51,35,9,2,0,525.005724748068,39,1430,704,295,1648,0.7,1198,2
"92",42645,"Perth Primary School",14.15,46,67,74,86,15.15,"TAS","7300","Government","Primary","Inner Regional",971,45,34,15,7,2,520.878246398729,36,1800,799,360,2073,0.7,1788,2.7
"93",43001,"Longford Primary School",10.952380952381,51,70,67,86,15.75,"TAS","7301","Government","Primary","Inner Regional",925,60,26,10,16,3,514.986653137497,39,1430,704,295,1648,0.7,1198,2
"94",43132,"Westbury Primary School",9.53333333333333,46,73,60,91,13.12,"TAS","7303","Government","Primary","Outer Regional",963,45,32,18,10,1,513.226140217341,39,1430,704,295,1648,0.7,1198,2
"95",43144,"Deloraine Primary School",11.875,51,70,62,88,13.28,"TAS","7304","Government","Primary","Outer Regional",950,47,28,16,16,2,498.853263285562,37,1733,875,350,2141,0.7,1788,2.6
"96",41856,"Mole Creek Primary School",11.3333333333333,53,72,49,84,11.32,"TAS","7304","Government","Primary","Outer Regional",957,41,27,19,16,0,513.024538720244,39,1430,704,295,1648,0.7,1198,2
"97",42060,"Latrobe Primary School",10.7333333333333,59,75,57,88,15.73,"TAS","7307","Government","Primary","Outer Regional",939,54,29,10,15,3,528.894713853452,36,1800,799,360,2073,0.7,1788,2.7
"98",41889,"Sassafras Primary School",6.5,45,72,54,87,15.14,"TAS","7307","Government","Primary","Outer Regional",889,69,21,8,26,0,505.832315227565,37,1733,875,350,2141,0.7,1788,2.6
"99",41957,"Devonport Primary School",11.9047619047619,55,77,59,85,10.47,"TAS","7310","Government","Primary","Outer Regional",913,58,26,12,21,11,526.390833026491,47,1863,824,273,2211,0.8,1835,2.6
"100",43993,"East Devonport Primary School",10.9473684210526,47,76,51,85,14.65,"TAS","7310","Government","Primary","Outer Regional",858,73,16,7,31,2,539.770230684184,47,1863,824,273,2211,0.8,1835,2.6
"101",41918,"Forth Primary School",12.5882352941176,39,77,59,86,16.91,"TAS","7310","Government","Primary","Outer Regional",1008,25,32,24,14,0,523.715950732399,47,1863,824,273,2211,0.8,1835,2.6
"102",41955,"Hillcrest Primary School",8.60869565217391,45,66,59,87,12.27,"TAS","7310","Government","Primary","Outer Regional",910,64,26,8,18,3,521.970827463957,40,3000,978,550,2712,0.9,2482,2.9
"103",41965,"Miandetta Primary School",12.0740740740741,58,72,63,87,13.35,"TAS","7310","Government","Primary","Outer Regional",957,43,35,16,12,2,516.353604437247,39,2600,974,510,2680,0.9,2389,2.9
"104",42016,"Nixon Street Primary School",12.7666666666667,41,68,59,84,11.58,"TAS","7310","Government","Primary","Outer Regional",938,51,32,12,15,4,509.329441219909,39,2600,974,510,2680,0.9,2389,2.9
"105",41892,"Spreyton Primary School",12.1851851851852,55,68,56,85,10.66,"TAS","7310","Government","Primary","Outer Regional",939,50,32,13,16,2,543.36264729052,40,2700,944,550,2659,0.9,2361,2.9
"106",41893,"Wilmot Primary School",4.8,47,71,57,85,13.89,"TAS","7310","Government","Primary","Outer Regional",884,63,28,9,21,0,498.040211683865,43,3000,929,600,2909,0.8,2721,3.1
"107",41903,"East Ulverstone Primary School",11.1304347826087,38,72,56,86,14.05,"TAS","7315","Government","Primary","Outer Regional",953,49,28,15,12,3,530.06467061207,43,3000,929,600,2909,0.8,2721,3.1
"108",41899,"Sprent Primary School",7.75,51,70,60,86,19.81,"TAS","7315","Government","Primary","Outer Regional",889,62,34,2,26,3,508.805933815656,41,3000,1057,692,3403,0.8,3361,3.3
"109",42031,"Ulverstone Primary School",11.8709677419355,30,70,59,86,14.72,"TAS","7315","Government","Primary","Outer Regional",951,47,29,15,19,2,513.469122766241,40,3000,1013,610,2989,0.8,2847,3.1
"110",42044,"West Ulverstone Primary School",8.57142857142857,47,71,66,84,14.98,"TAS","7315","Government","Primary","Outer Regional",858,79,14,5,21,1,513.510420454566,39,2600,974,510,2680,0.9,2389,2.9
"111",43241,"Riana Primary School",10.3333333333333,49,73,72,88,13.75,"TAS","7316","Government","Primary","Outer Regional",949,47,30,17,19,0,529.072459201848,40,3000,1013,610,2989,0.8,2847,3.1
"112",42064,"Burnie Primary School",10.2352941176471,56,74,67,86,14.37,"TAS","7320","Government","Primary","Outer Regional",994,29,33,21,15,9,519.324896791524,33,3250,1212,600,3206,0.9,3120,3.3
"113",41915,"Cooee Primary School",14.0833333333333,51,77,70,86,12.77,"TAS","7320","Government","Primary","Outer Regional",980,35,32,21,14,1,510.782226549129,38,2900,995,650,3089,0.8,3051,3.3
"114",43243,"Montello Primary School",10.1724137931034,50,68,70,87,17.27,"TAS","7320","Government","Primary","Outer Regional",905,64,26,8,21,3,512.766443087144,44,3033,906,550,2777,0.8,2595,3.2
"115",41923,"Boat Harbour Primary School",12.7894736842105,63,77,64,87,14.23,"TAS","7321","Government","Primary","Outer Regional",962,38,30,22,18,1,520.905530987524,48,3033,949,650,3086,0.7,2491,2.8
"116",41946,"Havenview Primary School",11.2727272727273,64,75,63,86,13.48,"TAS","7320","Government","Primary","Outer Regional",894,62,26,10,27,3,522.643233395058,37,2900,1059,610,3228,0.9,3206,3.4
"117",42047,"Natone Primary School",5.25,66,75,64,87,13.26,"TAS","7321","Government","Primary","Outer Regional",950,44,28,21,24,0,515.751724880103,44,3033,906,550,2777,0.8,2595,3.2
"118",42014,"Ridgley Primary School",10.8181818181818,39,76,46,86,13.34,"TAS","7321","Government","Primary","Outer Regional",922,60,30,9,14,0,510.479498687613,44,3033,906,550,2777,0.8,2595,3.2
"119",41871,"Table Cape Primary School",13.1851851851852,42,67,61,85,9.53,"TAS","7325","Government","Primary","Outer Regional",927,50,31,13,23,1,508.973680222635,44,3033,906,550,2777,0.8,2595,3.2
"120",41972,"Edith Creek Primary School",5.66666666666667,39,74,51,85,17.19,"TAS","7330","Government","Primary","Outer Regional",916,49,39,12,21,0,505.468226972308,38,2900,995,650,3089,0.8,3051,3.3
"121",43255,"Forest Primary School",8,47,67,52,86,12.85,"TAS","7330","Government","Primary","Outer Regional",895,64,23,10,24,1,522.651512669262,37,2900,1059,610,3228,0.9,3206,3.4
"122",41894,"Redpa Primary School",9,51,77,62,86,16.41,"TAS","7330","Government","Primary","Remote",975,40,19,27,11,0,531.031047867461,41,2945,917,550,2605,0.8,2399,3
"123",42009,"Smithton Primary School",12.05,49,77,52,84,11.9,"TAS","7330","Government","Primary","Outer Regional",852,70,23,5,37,0,511.174668100613,38,2500,802,490,2168,1,2101,3
"124",42056,"Stanley Primary School",7.875,49,66,78,84,12.08,"TAS","7331","Government","Primary","Outer Regional",992,33,34,20,3,0,505.992276718876,38,2500,802,490,2168,1,2101,3
"125",42037,"Brighton Primary School",12.6190476190476,61,72,48,86,13.22,"TAS","7030","Government","Primary","Inner Regional",913,62,27,8,18,1,516.450039624617,41,2945,917,550,2605,0.8,2399,3
"126",42088,"Bagdad Primary School",13.6,45,86,62,85,19.98,"TAS","7030","Government","Primary","Outer Regional",883,72,24,3,24,0,507.716225423448,35,2080,944,410,2264,1,1862,2.3
"127",43263,"Kempton Primary School",7.33333333333333,44,78,65,83,13.2,"TAS","7030","Government","Primary","Outer Regional",904,53,36,9,25,0,525.18843769593,44,3033,1038,700,3286,0.7,3217,3.1
"128",42043,"Fairview Primary School",8.52941176470588,44,66,68,84,15.99,"TAS","7140","Government","Primary","Inner Regional",889,71,20,7,16,1,539.245558783563,51,1300,603,265,1457,0.8,1220,2.4
"129",42051,"New Norfolk Primary School",10.3,41,70,59,85,11.98,"TAS","7140","Government","Primary","Inner Regional",922,59,31,8,15,0,535.092578946995,51,1300,603,265,1457,0.8,1220,2.4
"130",43264,"Molesworth Primary School",11.0769230769231,47,68,67,88,11.99,"TAS","7140","Government","Primary","Inner Regional",980,43,34,13,8,0,503.880188028589,54,1600,679,340,1614,0.7,1235,2.1
"131",42046,"Westerway Primary School",5.25,47,73,54,84,13.49,"TAS","7140","Government","Primary","Outer Regional",916,58,26,12,24,4,514.290466484316,51,1300,603,265,1457,0.8,1220,2.4
"132",42054,"Strahan Primary School",9.5,60,69,54,86,12.45,"TAS","7468","Government","Primary","Remote",960,41,29,17,14,2,526.029274593989,51,1300,603,265,1457,0.8,1220,2.4
"133",42063,"Zeehan Primary School",6.5,63,66,51,86,11.48,"TAS","7469","Government","Primary","Remote",863,75,18,5,15,0,504.297150110373,53,1517,573,270,1345,0.7,1013,2.2
"134",52434,"Devonport Christian School",11.9583333333333,42,75,68,89,12.78,"TAS","7310","Independent","Primary","Outer Regional",1020,24,33,21,9,9,542.082523359017,46,1517,704,320,1655,0.7,1276,2.3
"135",42065,"St Finn Barr's Catholic Primary School",11.44,57,71,77,92,12.59,"TAS","7248","Catholic","Primary","Inner Regional",975,41,29,21,10,22,508.065964878636,54,1600,679,340,1614,0.7,1235,2.1
"136",42070,"Dodges Ferry Primary School",12.5227272727273,58,72,70,84,15.35,"TAS","7173","Government","Primary","Inner Regional",974,42,29,19,9,3,513.645219163183,51,1300,603,265,1457,0.8,1220,2.4
