"","Naplan$ACARA.SML.ID","School Name","ratio","sport_index","teach_edu_index","tech_index","stu_atd","teach_tenure","State","Postcode","School Sector","School Type","Geolocation","ICSEA","Bottom SEA Quarter (%)","Lower Middle SEA Quarter (%)","Upper Middle SEA Quarter (%)","Indigenous Enrolments (%)","Language Background Other Than English - Yes (%)","Naplan$NAPLAN","Median_age_persons","Median_mortgage_repay_monthly","Median_tot_prsnl_inc_weekly","Median_rent_weekly","Median_tot_fam_inc_weekly","Average_num_psns_per_bedroom","Median_tot_hhd_inc_weekly","Average_household_size"
"1641",43231,"Bathurst Public School",11.8947368421053,41,71,62,87,16.21,"NSW","2795","Government","Primary","Inner Regional",996,33,27,23,13,14,517.107484378279,42,1820,551,300,1466,0.8,1108,2.4
"1642",41280,"Bedgerabong Public School",12,50,72,78,87,14.4,"NSW","2871","Government","Primary","Outer Regional",972,35,44,19,3,14,512.570415750651,36,2250,746,410,2387,0.8,1938,2.7
"1643",41230,"Blayney Public School",14.3,54,74,90,91,17.19,"NSW","2799","Government","Primary","Inner Regional",929,53,28,14,18,1,518.897576572488,39,2512,1005,530,2777,0.9,2542,2.9
"1644",41292,"Bogan Gate Public School",4,70,71,62,86,14.94,"NSW","2876","Government","Primary","Outer Regional",870,88,13,0,13,0,538.142007741931,41,2080,763,355,2274,0.8,1920,2.7
"1645",41227,"Bourke Public School",6.78260869565217,48,66,50,84,10.84,"NSW","2840","Government","Primary","Very Remote",697,80,13,4,85,1,517.747864387692,41,1950,670,390,1782,0.8,1445,2.5
"1646",43248,"Broken Hill Public School",12.0769230769231,44,71,53,84,17.22,"NSW","2880","Government","Primary","Outer Regional",886,60,24,11,27,7,499.136546801346,41,1950,670,390,1782,0.8,1445,2.5
"1647",41259,"Broken Hill North Public School",10.7727272727273,55,71,67,86,17.73,"NSW","2880","Government","Primary","Outer Regional",856,68,20,9,33,5,517.925744351524,34,2186,893,500,2404,0.8,2286,3
"1648",40845,"Burke Ward Public School",13.6428571428571,34,78,78,84,14.35,"NSW","2880","Government","Primary","Outer Regional",871,67,22,7,32,6,523.022053364084,41,2080,763,355,2274,0.8,1920,2.7
"1649",41252,"Canobolas Public School",23.1666666666667,68,76,83,89,21.58,"NSW","2800","Government","Primary","Inner Regional",1089,13,20,24,4,7,521.665699231811,41,2080,763,355,2274,0.8,1920,2.7
"1650",41268,"Capertee Public School",8,46,74,59,86,15.88,"NSW","2846","Government","Primary","Inner Regional",978,43,50,8,0,13,533.46436897616,51,1929,609,345,1693,0.8,1036,2.2
"1651",43250,"Caragabal Public School",21,48,74,45,86,10.74,"NSW","2810","Government","Primary","Outer Regional",977,36,25,22,10,0,546.663751757749,39,1764,560,350,1522,0.8,1251,2.6
"1652",41282,"Carcoar Public School",24,40,76,60,84,15.77,"NSW","2791","Government","Primary","Inner Regional",880,70,23,7,21,0,530.310101269036,41,2080,763,355,2274,0.8,1920,2.7
"1653",41272,"Cargo Public School",7,64,68,56,88,15.2,"NSW","2800","Government","Primary","Outer Regional",865,91,9,0,14,0,527.933433951034,36,2250,746,410,2387,0.8,1938,2.7
"1654",41296,"Carinda Public School",10,59,71,60,87,16.89,"NSW","2831","Government","Primary","Remote",974,23,38,15,20,25,539.309018732785,42,1820,551,300,1466,0.8,1108,2.4
"1655",43240,"Cobar Public School",16.3571428571429,51,75,53,86,20.15,"NSW","2835","Government","Primary","Remote",816,68,21,8,40,6,519.243065755651,36,2250,746,410,2387,0.8,1938,2.7
"1656",43869,"Condobolin Public School",13.85,41,71,65,87,14.4,"NSW","2877","Government","Primary","Outer Regional",857,58,23,14,47,4,545.657135151097,42,1820,551,300,1466,0.8,1108,2.4
"1657",41202,"Cooerwull Public School",13.36,53,76,75,85,13.4,"NSW","2790","Government","Primary","Inner Regional",918,54,28,15,24,7,527.999590988757,42,1820,551,300,1466,0.8,1108,2.4
"1658",41217,"Coonabarabran Public School",11.3333333333333,47,71,56,86,13.57,"NSW","2357","Government","Primary","Outer Regional",857,65,23,9,38,5,525.941793316839,39,2512,1005,530,2777,0.9,2542,2.9
"1659",43242,"Coonamble Public School",13.5625,50,72,61,84,13.35,"NSW","2829","Government","Primary","Remote",708,82,12,5,88,1,551.083745327826,39,1764,560,350,1522,0.8,1251,2.6
"1660",40850,"Cowra Public School",12.551724137931,43,69,64,85,13.73,"NSW","2794","Government","Primary","Inner Regional",902,57,24,13,30,4,627.507059092196,44,4195,1450,713,4590,0.8,3469,2.6
"1661",41269,"Buronga Public School",8.8,72,77,62,87,17.03,"NSW","2739","Government","Primary","Outer Regional",841,65,24,8,43,8,521.175783418298,42,3200,1690,720,4303,0.9,2921,2
"1662",41273,"Cudal Public School",22.6666666666667,41,73,71,86,11.59,"NSW","2864","Government","Primary","Outer Regional",1002,35,33,21,4,0,516.868553750404,40,3700,1594,660,4505,0.9,3301,2.4
"1663",41281,"Cullen Bullen Public School",5,57,74,69,86,14.91,"NSW","2790","Government","Primary","Inner Regional",868,54,36,10,50,0,524.869797220352,44,4195,1450,713,4590,0.8,3469,2.6
"1664",43247,"Cumnock Public School",23,65,78,58,86,16.54,"NSW","2867","Government","Primary","Outer Regional",957,46,28,11,17,0,516.221789543229,44,4195,1450,713,4590,0.8,3469,2.6
"1665",40366,"Dareton Public School",5.8,39,66,60,82,15.23,"NSW","2717","Government","Primary","Outer Regional",661,88,9,3,88,8,567.883005082632,37,3800,1651,590,4589,0.9,2810,2.1
"1666",41242,"Dubbo Public School",12.8571428571429,39,72,71,87,15.87,"NSW","2830","Government","Primary","Inner Regional",984,25,29,27,25,13,511.895759520738,42,4000,1635,675,4566,0.9,3021,2.2
"1667",44002,"Dubbo North Public School",15.2105263157895,46,73,77,86,15.62,"NSW","2830","Government","Primary","Inner Regional",842,65,23,10,52,3,611.03642809264,45,1753,669,395,1701,0.7,1413,2.5
"1668",44003,"Dubbo South Public School",14.7631578947368,57,75,69,87,12.15,"NSW","2830","Government","Primary","Inner Regional",908,48,27,16,35,9,560.662582037119,52,1733,594,380,1449,0.7,1079,2.2
"1669",41249,"Eglinton Public School",17.625,66,70,70,87,15.06,"NSW","2795","Government","Primary","Inner Regional",993,28,36,24,12,7,523.372252281323,52,1733,594,380,1449,0.7,1079,2.2
"1670",41294,"Eugowra Public School",14,65,74,61,90,11.93,"NSW","2806","Government","Primary","Outer Regional",954,38,42,15,14,0,532.936046814577,34,1733,691,400,1647,0.8,1497,2.8
"1671",43815,"Eumungerie Public School",4,52,76,57,85,14.12,"NSW","2822","Government","Primary","Outer Regional",867,66,28,5,25,23,537.256399974173,52,1733,594,380,1449,0.7,1079,2.2
"1672",43979,"Euston Public School",14.5714285714286,48,71,53,84,14.35,"NSW","2737","Government","Primary","Outer Regional",936,58,31,9,8,37,549.877549853009,47,1950,639,350,1609,0.8,1157,2.2
"1673",41267,"Forbes Public School",13.04,45,74,72,85,9.6,"NSW","2871","Government","Primary","Outer Regional",948,39,30,20,27,3,519.600621808045,47,1950,639,350,1609,0.8,1157,2.2
"1674",41263,"Geurie Public School",26,48,75,56,84,19.03,"NSW","2818","Government","Primary","Outer Regional",892,63,21,14,38,0,537.582816669264,45,1733,639,360,1569,0.8,1232,2.3
"1675",41206,"Gilgandra Public School",13,52,71,62,86,16.08,"NSW","2827","Government","Primary","Outer Regional",800,73,19,6,59,4,519.820785371306,34,1733,691,400,1647,0.8,1497,2.8
"1676",43238,"Girilambone Public School",17,56,68,55,87,13.47,"NSW","2831","Government","Primary","Remote",929,40,19,27,29,0,519.449583080597,42,1700,625,360,1536,0.8,1239,2.4
"1677",41211,"Gol Gol Public School",12.5714285714286,42,76,65,87,19.46,"NSW","2738","Government","Primary","Outer Regional",1026,20,36,30,2,1,508.601181984803,42,1700,625,360,1536,0.8,1239,2.4
"1678",41299,"Gooloogong Public School",32,51,81,56,88,14.2,"NSW","2805","Government","Primary","Outer Regional",939,58,26,10,9,10,515.115156797716,35,2167,790,495,2168,0.8,2022,3
"1679",41302,"Grenfell Public School",19.7777777777778,47,73,51,87,23.66,"NSW","2810","Government","Primary","Outer Regional",957,43,33,17,14,2,535.319565424972,48,1950,662,365,1626,0.8,1176,2.1
"1680",43237,"Gulgong Public School",17.2941176470588,46,74,84,86,12.18,"NSW","2852","Government","Primary","Outer Regional",907,62,27,8,19,3,553.324431299338,48,1950,662,365,1626,0.8,1176,2.1
"1681",41228,"Gwabegar Public School",7,34,68,54,84,11.96,"NSW","2356","Government","Primary","Remote",660,88,13,0,71,0,514.606693321059,41,2000,719,400,1947,0.8,1515,2.6
"1682",41283,"Hampton Public School",8,59,72,48,87,14.95,"NSW","2790","Government","Primary","Inner Regional",1073,15,38,20,0,13,515.515693435902,41,2000,719,400,1947,0.8,1515,2.6
"1683",43236,"Hargraves Public School",6.5,42,73,63,85,19.09,"NSW","2850","Government","Primary","Outer Regional",842,85,9,6,31,8,538.568740693158,40,2000,787,425,2084,0.8,1803,2.7
"1684",43249,"Hermidale Public School",4.66666666666667,41,66,62,85,11.78,"NSW","2831","Government","Primary","Remote",841,69,25,5,36,0,533.166246851897,40,2000,787,425,2084,0.8,1803,2.7
"1685",41372,"Hill End Public School",6,50,74,47,86,18.65,"NSW","2850","Government","Primary","Outer Regional",940,35,40,14,25,0,534.034084694175,38,1866,784,425,2069,0.8,1795,2.7
"1686",41465,"Holmwood Public School",9,55,72,70,86,14.15,"NSW","2794","Government","Primary","Inner Regional",845,68,22,10,33,3,514.991833694719,40,1690,624,360,1538,0.8,1214,2.4
"1687",43334,"Ilford Public School",7.5,56,73,56,86,11.76,"NSW","2850","Government","Primary","Outer Regional",967,48,42,8,0,0,524.318259350014,40,1690,624,360,1538,0.8,1214,2.4
"1688",41521,"Kandos Public School",18.4285714285714,37,76,80,85,13.09,"NSW","2848","Government","Primary","Inner Regional",855,76,14,8,30,3,515.585204948226,40,1690,624,360,1538,0.8,1214,2.4
"1689",41405,"Kelso Public School",10.969696969697,48,75,75,87,21.48,"NSW","2795","Government","Primary","Inner Regional",871,66,23,9,36,4,522.757064377178,40,2000,787,425,2084,0.8,1803,2.7
"1690",41487,"Koorawatha Public School",5,58,72,58,85,9.64,"NSW","2807","Government","Primary","Outer Regional",850,70,28,3,0,0,517.463353334494,40,2000,835,400,2263,0.8,2011,2.8
"1691",41526,"Lithgow Public School",15.4545454545455,42,78,48,86,18.19,"NSW","2790","Government","Primary","Inner Regional",925,55,28,11,20,7,518.877797691362,41,2000,719,400,1947,0.8,1515,2.6
"1692",41523,"Lue Public School",13,57,71,60,86,13.05,"NSW","2850","Government","Primary","Outer Regional",904,64,33,2,27,0,531.830261546143,44,2600,861,440,2576,0.8,2575,3.1
"1693",41516,"Lyndhurst Public School",5.5,63,79,64,88,18.1,"NSW","2797","Government","Primary","Outer Regional",884,54,17,26,55,8,504.616291666258,44,2600,861,440,2576,0.8,2575,3.1
"1694",41519,"Manildra Public School",16,58,75,65,86,19.95,"NSW","2865","Government","Primary","Outer Regional",931,43,33,20,17,2,504.594794147838,44,2600,861,440,2576,0.8,2575,3.1
"1695",43347,"Meadow Flat Public School",14.3333333333333,50,78,67,85,14.76,"NSW","2795","Government","Primary","Inner Regional",960,46,25,16,16,2,519.839106640993,43,2275,1129,400,2916,0.8,2575,2.8
"1696",52083,"Millthorpe Public School",20,27,78,61,88,20.89,"NSW","2798","Government","Primary","Inner Regional",1044,18,27,28,9,4,514.682228226573,43,2275,1129,400,2916,0.8,2575,2.8
"1697",41482,"Mudgee Public School",16.2702702702703,36,77,56,83,13.74,"NSW","2850","Government","Primary","Inner Regional",933,52,29,13,20,5,499.768526126561,43,2275,1129,400,2916,0.8,2575,2.8
"1698",41484,"Mullion Creek Public School",12.4,63,71,73,88,16.23,"NSW","2800","Government","Primary","Inner Regional",1009,33,33,20,3,2,530.884904815182,43,2275,1129,400,2916,0.8,2575,2.8
"1699",41490,"Clergate Public School",15.6,32,68,73,88,25.66,"NSW","2800","Government","Primary","Inner Regional",962,41,38,15,13,0,521.278273914976,42,1773,867,340,2185,0.8,1739,2.5
"1700",41495,"Mumbil Public School",10,48,70,59,83,14.18,"NSW","2820","Government","Primary","Outer Regional",790,87,11,2,40,0,512.943807554497,42,1773,867,340,2185,0.8,1739,2.5
"1701",41517,"Narromine Public School",13.1111111111111,40,75,43,84,12.77,"NSW","2821","Government","Primary","Outer Regional",821,63,23,11,56,2,523.016604480453,42,1773,867,340,2185,0.8,1739,2.5
"1702",43352,"Nashdale Public School",22.3333333333333,52,73,63,88,15.88,"NSW","2800","Government","Primary","Inner Regional",1059,12,26,34,7,10,507.889028738592,42,1300,661,250,1526,0.7,1170,2.4
"1703",41373,"Neville Public School",10,43,78,60,85,14.51,"NSW","2799","Government","Primary","Outer Regional",941,61,27,11,0,13,511.445263957976,42,1300,661,250,1526,0.7,1170,2.4
"1704",41456,"Nyngan Public School",10.0909090909091,57,72,47,86,10.49,"NSW","2825","Government","Primary","Remote",771,75,15,8,62,4,503.601822080534,42,1300,661,250,1526,0.7,1170,2.4
"1705",41463,"Oberon Public School",18,61,73,60,87,21.24,"NSW","2787","Government","Primary","Inner Regional",946,54,30,12,12,9,504.115724629026,49,1083,646,220,1572,0.7,1169,2.3
"1706",43335,"O'Connell Public School",18.75,56,74,53,86,23.08,"NSW","2795","Government","Primary","Inner Regional",1059,16,24,31,3,0,515.04694773744,49,1083,646,220,1572,0.7,1169,2.3
"1707",43930,"Orange East Public School",18.1333333333333,49,74,73,88,13.67,"NSW","2800","Government","Primary","Inner Regional",950,47,31,14,19,4,530.87382041056,49,1083,646,220,1572,0.7,1169,2.3
"1708",41500,"Parkes Public School",14.75,66,69,62,89,16.05,"NSW","2870","Government","Primary","Outer Regional",900,53,29,13,34,4,495.259788077901,52,1647,612,351,1448,0.7,1167,2.3
"1709",41503,"Perthville Public School",15.125,51,81,71,87,21.22,"NSW","2795","Government","Primary","Inner Regional",1010,24,37,26,9,6,505.256442139639,38,2800,1054,521,2974,1,2439,2.7
"1710",41509,"Pomona Public School",9.5,56,67,47,86,17.73,"NSW","2648","Government","Primary","Remote",968,47,36,12,11,0,506.664287293482,48,1888,732,370,1863,0.7,1553,2.5
"1711",41512,"Pooncarie Public School",2,31,74,60,86,17.4,"NSW","2648","Government","Primary","Remote",NA,NA,NA,NA,0,0,505.681876116087,35,1517,598,320,1405,1.1,1120,2.3
"1712",41514,"Quambone Public School",9,71,66,57,84,12.49,"NSW","2831","Government","Primary","Remote",841,80,18,2,33,0,534.381830633542,40,3000,1013,610,2989,0.8,2847,3.1
"1713",43338,"Quandialla Public School",22,48,73,48,85,17.55,"NSW","2721","Government","Primary","Outer Regional",900,69,19,9,9,4,513.995930696929,36,867,770,160,1685,0.8,1358,2.4
"1714",52946,"Raglan Public School",19.0833333333333,62,84,69,85,10.85,"NSW","2795","Government","Primary","Inner Regional",983,36,35,21,10,6,529.996255142368,36,2400,1055,550,2400,1.2,2069,2.2
"1715",41396,"Rockley Public School",10,43,73,65,85,12.88,"NSW","2795","Government","Primary","Inner Regional",915,74,26,0,10,0,526.258474696549,35,2000,867,450,2255,0.8,2033,2.8
"1716",41450,"Rylstone Public School",19.25,45,73,80,88,14.19,"NSW","2849","Government","Primary","Outer Regional",1003,34,34,19,4,1,516.759067643469,41,1300,739,275,1923,0.8,1585,2.6
"1717",41492,"Spring Hill Public School",23,43,72,68,87,12.03,"NSW","2800","Government","Primary","Inner Regional",942,45,28,19,26,2,504.310761899705,52,1842,627,400,1569,0.7,1283,2.4
"1718",41401,"Spring Terrace Public School",44,50,73,58,86,12.58,"NSW","2798","Government","Primary","Inner Regional",945,57,26,13,7,2,518.391623774587,37,3033,1295,600,3303,1,2724,2.5
"1719",41491,"Stuart Town Public School",15,50,81,61,86,20.91,"NSW","2820","Government","Primary","Outer Regional",792,82,15,2,67,24,508.895396692653,44,1950,723,498,1771,0.8,1462,2.4
"1720",41493,"Tibooburra Outback Public School",3,45,67,52,87,19.61,"NSW","2880","Government","Primary","Very Remote",885,67,27,7,17,0,520.685241885883,50,871,557,200,1382,0.7,1079,2.3
"1721",41499,"Tooraweenah Public School",6.5,59,70,66,84,13.93,"NSW","2817","Government","Primary","Outer Regional",939,43,32,25,15,0,531.498230070167,33,2342,762,500,2259,0.9,2248,3.6
"1722",41501,"Trunkey Public School",12,68,72,79,88,22.03,"NSW","2795","Government","Primary","Outer Regional",929,62,25,12,8,8,520.013041330114,41,2167,737,330,2002,0.8,1431,2.3
"1723",52621,"Walgett Community College - Primary School",10.8181818181818,29,72,67,85,14.67,"NSW","2832","Government","Primary","Remote",655,92,6,2,96,5,528.644820299039,47,1820,644,385,1532,0.7,1193,2.2
"1724",41498,"Wallerawang Public School",14.8,38,70,61,84,14.15,"NSW","2845","Government","Primary","Inner Regional",910,54,30,14,30,7,514.932641965075,47,1863,824,273,2211,0.8,1835,2.6
"1725",41504,"Wanaaring Public School",3.33333333333333,57,64,55,83,15.77,"NSW","2840","Government","Primary","Very Remote",808,78,18,4,40,0,529.281925337655,40,1900,752,400,2019,0.8,1763,2.8
"1726",41505,"Wattle Flat Public School",6,50,75,69,88,16.88,"NSW","2795","Government","Primary","Inner Regional",946,54,32,14,6,0,502.959962916056,42,1733,863,265,2154,0.8,1952,2.8
"1727",43351,"Wellington Public School",12.8181818181818,38,70,56,84,16.61,"NSW","2820","Government","Primary","Outer Regional",810,68,22,8,59,6,518.290251217016,35,2300,1009,465,2588,0.8,2425,3.1
"1728",41468,"Wentworth Public School",10.2,52,68,69,82,12.34,"NSW","2648","Government","Primary","Outer Regional",797,69,17,11,52,18,529.127996508748,41,1950,670,390,1782,0.8,1445,2.5
"1729",52929,"White Cliffs Public School",9,37,71,53,84,14.64,"NSW","2836","Government","Primary","Very Remote",928,47,30,9,22,0,523.267499283242,42,2817,926,600,2780,0.8,2563,3
"1730",41386,"Wongarbon Public School",18.5,52,69,68,85,14.5,"NSW","2831","Government","Primary","Outer Regional",927,47,35,17,19,0,526.803429651872,40,3000,1157,550,3243,0.9,2569,2.6
"1731",41502,"Woodstock Public School",15,61,73,64,86,15.79,"NSW","2793","Government","Primary","Outer Regional",912,69,17,13,7,7,513.710742944616,35,2275,1027,495,2652,0.9,2463,3.1
"1732",41395,"Borenore Public School",7.5,57,71,44,85,11.41,"NSW","2800","Government","Primary","Inner Regional",976,24,29,37,33,21,515.688653713325,35,2035,712,370,1898,0.9,1727,3.1
"1733",41494,"Zig Zag Public School",24.75,57,70,63,87,9.69,"NSW","2790","Government","Primary","Inner Regional",954,49,33,13,14,5,509.901725180396,35,2035,712,370,1898,0.9,1727,3.1
"1734",43342,"Dubbo West Public School",13.8076923076923,57,72,52,84,13.05,"NSW","2830","Government","Primary","Inner Regional",783,75,17,6,65,5,519.430600899332,49,1083,638,170,1491,0.7,1208,2.4
"1735",41452,"Louth Public School",3.5,51,68,88,85,11.94,"NSW","2840","Government","Primary","Very Remote",962,31,54,14,0,0,524.213352486988,34,2167,869,480,2240,0.8,2088,2.9
"1736",41485,"Enngonia Public School",4.33333333333333,51,72,42,91,15.67,"NSW","2840","Government","Primary","Very Remote",568,100,0,0,100,0,527.147480476592,45,2000,773,400,2015,0.7,1552,2.4
"1737",41486,"Bathurst West Public School",17.4516129032258,53,73,63,86,12.97,"NSW","2795","Government","Primary","Inner Regional",928,51,26,15,23,9,512.897579020519,46,1517,704,320,1655,0.7,1276,2.3
"1738",41361,"Bathurst South Public School",13.4375,41,72,50,87,11.66,"NSW","2795","Government","Primary","Inner Regional",923,53,24,15,24,9,512.245266633965,37,1098,880,190,2232,0.7,1702,2.3
"1739",41424,"Glen Alice Public School",5,54,79,60,86,14.63,"NSW","2849","Government","Primary","Outer Regional",941,52,40,8,0,0,515.428014097019,40,1733,453,367,1243,1.1,1087,2.9
"1740",41354,"Palinyewah Public School",5,55,69,64,87,14.27,"NSW","2648","Government","Primary","Remote",970,44,30,26,0,0,511.150834013627,40,1733,453,367,1243,1.1,1087,2.9
"1741",41376,"Glenroi Heights Public School",14.2666666666667,56,80,59,85,15.62,"NSW","2800","Government","Primary","Inner Regional",764,88,9,3,59,3,528.040575772508,35,2000,755,375,1952,0.9,1794,3
"1742",41381,"Middleton Public School",14.6363636363636,41,76,76,86,14.81,"NSW","2870","Government","Primary","Outer Regional",866,60,25,11,38,4,522.313846349422,38,2380,980,490,2483,1.1,2155,2.5
"1743",50246,"Forbes North Public School",16.0666666666667,52,73,53,86,14,"NSW","2871","Government","Primary","Outer Regional",844,70,19,9,47,0,520.314279693806,37,2167,937,410,2525,0.8,2071,2.6
"1744",41370,"Black Springs Public School",4,60,71,65,86,11.99,"NSW","2787","Government","Primary","Inner Regional",967,57,33,10,0,0,521.232129765527,43,1083,746,200,1799,0.8,1404,2.5
"1745",41410,"Parkes East Public School",15.5714285714286,60,70,57,88,24.83,"NSW","2870","Government","Primary","Outer Regional",931,47,30,16,24,5,529.295971971935,40,1510,742,300,1838,0.7,1342,2.2
"1746",41421,"Morgan Street Public School",17.7058823529412,58,77,48,86,12.79,"NSW","2880","Government","Primary","Outer Regional",964,40,33,18,12,7,514.477038332148,42,1148,727,200,1819,0.8,1434,2.5
"1747",41422,"Railway Town Public School",13.5,53,72,64,85,12.27,"NSW","2880","Government","Primary","Outer Regional",849,73,19,6,31,5,506.649696227467,41,3600,1200,620,3598,0.9,3125,2.9
"1748",43349,"Weilmoringle Public School",8,36,68,38,83,13.78,"NSW","2839","Government","Primary","Very Remote",577,93,7,0,100,89,515.838212835416,44,1300,771,290,1911,0.7,1377,2.2
"1749",41403,"Calare Public School",17.21875,52,82,55,86,14.52,"NSW","2800","Government","Primary","Inner Regional",961,44,28,17,16,9,517.753361299618,41,1950,670,390,1782,0.8,1445,2.5
"1750",41406,"Marra Creek Public School",8,47,69,50,87,13,"NSW","2825","Government","Primary","Remote",941,43,20,23,25,0,507.787130473777,46,1820,710,300,1856,0.8,1485,2.5
"1751",41407,"Bowen Public School",15.8666666666667,51,73,65,84,12.28,"NSW","2800","Government","Primary","Inner Regional",796,78,16,5,62,4,513.288490330241,41,3200,961,530,3066,0.9,2726,3.1
"1752",41617,"Orana Heights Public School",16.525,50,72,71,90,15.32,"NSW","2830","Government","Primary","Inner Regional",897,47,30,16,42,8,523.988026202598,47,1083,688,230,1680,0.7,1199,2.2
"1753",41650,"Cudgegong Valley Public School",20.1935483870968,54,72,59,85,15.09,"NSW","2850","Government","Primary","Inner Regional",949,46,32,16,17,5,524.170416068142,51,1929,609,345,1693,0.8,1036,2.2
"1754",41651,"Buninyong Public School",18,56,81,67,86,14.93,"NSW","2830","Government","Primary","Inner Regional",797,69,19,10,59,8,518.415429984819,41,2640,785,460,2397,1,2121,2.8
"1755",41618,"Bourke-Walgett School of Distance Education",7.83333333333333,57,76,58,86,15.22,"NSW","2840","Government","Primary","Very Remote",994,23,36,27,4,14,509.256073529345,41,3600,1200,620,3598,0.9,3125,2.9
"1756",41631,"Mulyan Public School",14.5714285714286,67,78,77,85,11.2,"NSW","2794","Government","Primary","Inner Regional",899,60,24,11,28,5,534.408952253867,49,1800,653,330,1669,0.8,1240,2.3
"1757",41709,"Bletchington Public School",18.8275862068966,56,71,71,85,12.88,"NSW","2800","Government","Primary","Inner Regional",937,50,29,15,19,11,521.394804205291,42,1733,863,265,2154,0.8,1952,2.8
"1758",41720,"School of the Air",10.4285714285714,54,67,72,87,11.17,"NSW","2880","Government","Primary","Outer Regional",989,28,38,27,6,5,515.206134647166,39,867,820,175,1988,0.8,1627,2.6
"1759",41736,"Canowindra Public School",17.5454545454545,42,76,73,86,15.96,"NSW","2804","Government","Primary","Inner Regional",973,45,29,19,7,3,523.060020902441,34,1647,724,330,1786,0.8,1470,2.5
"1760",41737,"Orange Public School",18.1219512195122,60,69,53,86,13.32,"NSW","2800","Government","Primary","Inner Regional",1032,24,25,25,9,8,519.067657771878,38,2300,815,380,2275,0.8,1971,2.8
"1761",43168,"St Joseph's Primary School",5.125,37,80,85,88,17.89,"NSW","2729","Catholic","Primary","Inner Regional",1018,13,33,42,12,5,526.614480406675,41,3238,1553,600,3905,0.9,2689,2.1
"1762",41641,"St Bernard's Primary School, Batemans Bay",13.6923076923077,38,78,62,85,24.17,"NSW","2536","Catholic","Primary","Inner Regional",1002,25,35,27,11,5,512.25413449366,34,2400,848,500,2202,1.1,2067,2.7
"1763",41686,"St Mary's Primary School",4.14285714285714,55,76,56,85,13.33,"NSW","2730","Catholic","Primary","Outer Regional",968,33,43,21,7,13,500.359716832714,44,1387,755,222,1949,0.8,1518,2.6
"1764",41765,"St Patrick's Primary School",10.7647058823529,44,74,50,84,19.38,"NSW","2550","Catholic","Primary","Outer Regional",975,36,36,21,10,4,520.705360477254,35,2300,1009,465,2588,0.8,2425,3.1
"1765",43175,"St Joseph's Primary School",7.44444444444444,74,73,55,88,14.01,"NSW","2632","Catholic","Primary","Outer Regional",993,36,30,18,3,0,542.766596894099,55,1300,564,275,1362,0.7,1069,2.2
"1766",41640,"St Joseph's Primary School",8.11111111111111,40,71,79,89,14.81,"NSW","2586","Catholic","Primary","Inner Regional",1052,20,27,25,3,1,517.85506604346,42,1148,727,200,1819,0.8,1434,2.5
"1767",41683,"St Bede's Primary School",12.9090909090909,54,72,64,87,19.45,"NSW","2622","Catholic","Primary","Inner Regional",1018,24,33,28,8,3,520.368523218516,44,2167,783,435,2118,0.7,1637,2.5
"1768",43180,"St Mary's Primary School",11.6923076923077,44,78,80,87,12.14,"NSW","2583","Catholic","Primary","Inner Regional",1014,24,36,28,4,0,544.056506039033,53,1680,603,350,1447,0.8,1178,2.3
"1769",43754,"Saints Peter and Paul's Primary School",14,62,70,63,86,12.51,"NSW","2580","Catholic","Primary","Inner Regional",1027,21,31,30,8,2,536.262576465886,42,2200,916,580,2296,0.8,2035,2.6
"1770",41672,"St Joseph's Primary School",14.2727272727273,40,76,72,86,11.78,"NSW","2580","Catholic","Primary","Inner Regional",1039,15,35,33,4,2,512.512286711365,44,1387,755,222,1949,0.8,1518,2.6
"1771",41724,"St Joseph's Primary School",6,51,73,64,85,19.3,"NSW","2810","Catholic","Primary","Outer Regional",1013,18,39,34,2,0,523.034918669511,57,1712,582,340,1353,0.7,1015,2.1
"1772",41738,"St Patrick's Primary School",9.3,53,78,69,86,14.55,"NSW","2722","Catholic","Primary","Inner Regional",1019,23,40,28,0,17,503.222088233093,39,2200,841,510,2380,0.8,2127,2.8
"1773",41768,"St Francis Xavier's Primary School",6.625,67,71,58,85,11.91,"NSW","2672","Catholic","Primary","Remote",875,50,29,15,45,4,543.226200405391,35,1517,759,310,1953,0.7,1603,2.5
"1774",43199,"St Mary's Primary School",12.2666666666667,71,75,71,90,17.51,"NSW","2537","Catholic","Primary","Inner Regional",985,26,35,26,17,4,524.119065524927,44,1291,713,220,1805,0.7,1351,2.4
"1775",41676,"Trinity Catholic Primary School",6,34,68,75,85,13.15,"NSW","2587","Catholic","Primary","Inner Regional",984,24,38,24,17,0,516.645789983153,46,1517,704,320,1655,0.7,1276,2.3
"1776",41693,"St Mary's War Memorial School",9.66666666666667,58,70,58,85,17.01,"NSW","2671","Catholic","Primary","Outer Regional",1022,18,38,31,1,3,508.257790822707,36,2605,1025,500,2755,1,2385,2.8
"1777",41755,"Mt Carmel School",11.84,52,69,63,88,26.25,"NSW","2582","Catholic","Primary","Inner Regional",1055,11,31,36,3,4,519.813428028776,36,1490,856,280,2056,0.8,1748,2.7
"1778",41763,"St Mary's Primary School",11.7142857142857,46,67,59,86,11.91,"NSW","2594","Catholic","Primary","Inner Regional",1018,23,36,26,6,8,534.018956840623,48,1745,634,350,1617,0.9,1387,2.6
